created_at,tweet,sentiment,likes,retweets,cleansing
23-Nov,"Kira-kira mobil Wuling apa nih Keluarga #WulingMotors? Kira-kira dari ciri-ciri mobil berikut ada yang bisa tebak nggak nih, ini mobil Wuling varian apa? Langsung tulis jawabannya di reply...",Netral,36804,198,kirakira mobil wuling keluarga wulingmotors kirakira ciriciri mobil tebak nggak mobil wuling varian langsung tulis jawab reply
23-Nov,"Keluarga Wuling, supaya mendapatkan gambaran yang lebih jelas tentang kehebatan performa #NewAlmazRSProHybrid, yuk tonton video di tweet sebelumnya Untuk infoi selengkapnya kunjungi link http://bit...",Netral,36460,200,keluarga wuling gambar hebat performa newalmazrsprohybrid tonton video tweet info lengkap kunjung link
23-Nov,"Warga Depok, MENANGKAN HADIAH GRAND PRIZE 2 UNIT MOBIL HONDA BRIO, 7 unit Sepeda Motor & puluhan hadiah Lainnya. Caranya Mudah : Anda cukup melunasi PBB tahun 2023 & tidak memiliki tunggakan...",Positif,10734,749,warga depok menang hadiah grand prize unit mobil honda brio unit sepeda motor puluh hadiah mudah lunas pbb milik tunggak
23-Nov,keterangan korban mengenai Sdr ANDRE FEBRIMAWANSYAH yg melakukan PENIPUAN sebuah UNIT MOBIL HONDA JAZZ @Keysa84374664 Mohon informasinya untuk semuanya mengenai keberadaan PELAKU Karna setelah...,Negatif,4942,202,terang korban sdr andre febrimawansyah tipu unit mobil honda jazz keysa mohon informasi ada laku karna
19-Sep,kagak bisa move on ?,Netral,,,kagak move on
23-Sep,☆ a glimpse of “bhunomajor”,Netral,,,a glimpse bhunomajor
19-Jun,"Juara? Yah, akhirnya 6x trophy liga champion mendarat di Anfield. Incredible, Thanks Mr. Klopp! #WeAreLiverpool #MakeUsDream",Positif,,,juara trophy liga champion darat anfield incredible thanks mr klopp weareliverpool makeusdream
24-May,"Badminton lovers yuk nonton Daihatsu Indonesia Masters 2024 tanggal 23-28 Januari di Istora Senayan, Jakarta. Ini harga tiketnya! Penjualan mulai hari Gowther? (@7deadlySHINNN) on X akun random bahas apa aja ?",Netral,,,badminton lovers nonton daihatsu indonesia masters tanggal januari istora senayan jakarta harga tiket jual gowther deadlyshinnn on akun random bahas
24-Jan,Syarat RT tweet ini dan reply berapa wakil Indonesia di semifinal Daihatsu Indonesia Masters 2024. Diundi besok sore sebelum Indonesia vs Australia. 120. 100. Upi Ipi (@ipi_upi) on X In my life,Netral,,,syarat tweet reply wakil indonesia semifinal daihatsu indonesia masters undi besok sore indonesia vs australia upi ipi ipiupi on in my life
23-Dec,keterangan korban mengenai Sdr ANDRE FEBRIMAWANSYAH yg melakukan PENIPUAN sebuah UNIT MOBIL HONDA JAZZ. @Keysa84374664. Mohon informasinya untuk semuanya (@) on X @LambeCrigis,Negatif,,,terang korban sdr andre febrimawansyah tipu unit mobil honda jazz keysa mohon informasi on lambecrigis
23-Dec,"Sederhana tapi bikin marah.. Ketika mobil ambil jalur kanan, tapi jalannya pelan #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGearTranslate post",Negatif,56281,35,sederhana marah mobil ambil jalur kanan jalan pelan suzuki suzukiindonesia suzukitemanberkendara yourgeartranslate post
24-Feb,"Seorang balita berusia 15 bulan mengalami kecelakaan tragis. Ia terlindas mobil Mitsubishi Pajero ketika sedang bermain di depan rumahnya di Jalan Adyaksa, aceng1st (@aceeeeeeengg) on X boys will be boys",Negatif,,,balita usia alami celaka tragis lindas mobil mitsubishi pajero main rumah jalan adyaksa acengst aceeeeeeengg on boys will boys
23-Dec,"#WulingQuiz Enaknya liburan akhir tahun pakai mobil Wuling apa ya? Pilih & jelaskan alasannya! Menangkan hadiah saldo E-Wallet total senilai Rp500ribu utk 5 org beruntung! Caranya: 1. Follow,...",Positif,36210,204,wulingquiz enak libur pakai mobil wuling pilih alas menang hadiah saldo ewallet total nila rpribu utk untung follow
23-Dec,Siap-siap Kepoin SiCepat periode ke 4 sudah dimulai nih . Yuk kumpulin poin kamu supaya bisa berkesempatan memenangkan Mobil Wuling Air EV dan hadiah menarik lainnya ? info lengkapnya cek...,Positif,40823,8,siapsiap poin sicepat periode kumpulin poin sempat menang mobil wuling air ev hadiah tarik info lengkap cek
23-Dec,"Cawapres nomor urut 3 Mahfud MD melakukan kunjungan di Jombang. Di Kota Santri ini, Mahfud berziarah ke makam 3 tokoh pendiri NU di Jombang yakni makam KH Abdul Wahab Chasbullah, KH Bisri Syansuri...",Netral,314433,1182,cawapres nomor urut mahfud md kunjung jombang kota santri mahfud ziarah makam tokoh diri nu jombang makam kh abdul wahab chasbullah kh bisri syansuri
23-Dec,Desain mobil Honda yang tidak lekang oleh waktuTranslate post,Netral,195863,664,desain mobil honda lekang waktutranslate post
24-Mar,Semoga pajaknya bermanfaat lah ya,Positif,,,moga pajak manfaat
23-Dec,"Aku #PilihTokocrypto @tokocrypto buat invest soalnya paling user friendly, aman banget dan lancar jaya! Semoga kedepannya ada fitur launchpad! #ExchangeIndonesia https://tokocrypto.com/account/sign...",Positif,,,pilihtokocrypto tokocrypto invest user friendly aman lancar jaya moga depan fitur launchpad exchangeindonesia
24-Apr,"Mobil Mitsubishi Pajero yang menabrak pengendara motor di Gading Serpong, Tangerang Selatan, pada Jumat (7/4/2023). Korban yang masih berstatus mahasiswi Donquixote Salazar (@indrakkk666) on X life sucks",Negatif,,,mobil mitsubishi pajero tabrak kendara motor gading serpong tangerang selatan jumat korban status mahasiswi donquixote salazar indrakkk on life sucks
23-Dec,"Mobil Mitsubishi Pajero yang menabrak pengendara motor di Gading Serpong, Tangerang Selatan, pada Jumat (7/4/2023). Korban yang masih berstatus mahasiswi sambeluleg (@pedaspanas) on X F 2*",Negatif,,,mobil mitsubishi pajero tabrak kendara motor gading serpong tangerang selatan jumat korban status mahasiswi sambeluleg pedaspanas on f
24-Feb,"Seorang balita berusia 15 bulan mengalami kecelakaan tragis. Ia terlindas mobil Mitsubishi Pajero ketika sedang bermain di depan rumahnya di Jalan Adyaksa, yeyes (@likamasa_) on X Loading...",Negatif,,,balita usia alami celaka tragis lindas mobil mitsubishi pajero main rumah jalan adyaksa yeyes likamasa on loading
23-Dec,Toyota Indonesia Donasikan Sienta Welcab untuk Bantu Pasien DifabelTranslate post,Netral,401100,297,toyota indonesia donasi sienta welcab bantu pasien difabeltranslate post
23-Dec,Pelajaran Penting dari Kecelakaan Toyota Vellfire Tabrak Belakang Truk di SlipiTranslate post,Negatif,152300,17,ajar celaka toyota vellfire tabrak truk slipitranslate post
24-Mar,"Bergerah² menunggu. Sejak covid melanda, keterusan sampai sekarang model pelayanan seperti ini. Ngantri diluar. @bankmandiri",Negatif,,,gerah tunggu covid landa terus model layan ngantri luar bankmandiri
23-Dec,"liat saldo di atm ko tiba"" sedih ya.. baru awal bulan udh nipis.Translate post",Negatif,1,80,liat saldo atm sedih udh nipistranslate post
23-Dec,FD ni emang se JDM itu sih. Cakep sekaliii ?Translate post,Positif,4281,52,fd emang jdm cakep sekaliii translate post
23-Dec,"Photo Session, Anggota Aranyacala Trisakti, pada hari Sabtu, tanggal 2 Desember 2023 Jam 14.00 - 21.30 di Universitas Trisakti Plaza dalam rangka Gathering Aranyacala HUT ke 56 Tahun dengan...",Netral,,,photo session anggota aranyacala trisakti sabtu tanggal desember jam universitas trisakti plaza rangka gathering aranyacala hut
23-Dec,"Hari ini di Shopee 12.12 Birthday Sale ada ShopeeFood Day! Nikmati promo mulai dari Max Gratis Ongkir, Gebyar Diskon s/d 90% 4X Sehari, & Menu Mulai Rp12 ✨ Nantikan 9 HARI LAGI menuju promo...",Netral,936970,7,shopee birthday sale shopeefood day nikmat promo max gratis ongkir gebyar diskon sd hari menu rp nanti promo
23-Dec,dengerin diskusi ini aja dulu lah https://x.com/i/broadcasts/1/i/broadcasts/1lPKqbPrqPbGb…,Netral,,,dengerin diskusi
23-Dec,Coba dong jawab pertanyaannya dan Daimin bakal kirimin 200 ribu saldo Astrapay untuk 4 orang yang beruntung! Syaratnya: - Follow @DaihatsuInd - RT & LIKE tweet ini - Reply jawaban sebanyak-banyakny...,Positif,234314,10935,coba tanya daimin kirimin ribu saldo astrapay orang untung syarat follow daihatsuind tweet reply sebanyakbanyakny
23-Dec,"Daihatsu Indonesia · @DaihatsuInd. ·. Dec 4, 2023. Coba dong jawab pertanyaannya dan Daimin bakal kirimin 200 ribu saldo Astrapay untuk 4 orang yang beruntung Ingrid (@ingrid_tanaka) on X ICT, Health addicted, foodie, life-long learner",Positif,,,daihatsu indonesia daihatsuind dec coba tanya daimin kirimin ribu saldo astrapay orang untung ingrid ingridtanaka on ict health addicted foodie lifelong learner
24-Jan,@NarasiNewsroom. ·. Jan 1. Duh terus gimana ya mobil Daihatsu dan Toyota di Indonesia? Tonton sampai habis deh coba | Narasi Daily. Embedded video. 1:30. Martin (@MartinFanany) on X The kopites. You'll Never Walk Alone.,Netral,,,narasinewsroom jan gimana mobil daihatsu toyota indonesia tonton habis coba narasi daily embedded video martin martinfanany on kopites youll never walk alone
23-Dec,FAJAR/RIAN JUARA!!! Fajar/Rian tuntaskan Daihatsu Indonesia Masters 2022 dengan podium tertinggi! Ini juga jadi gelar pertama mereka di Istora! SELAMAT Sopie (@sopiieehh) on X | Collecting Postcard and Stamp |,Positif,,,fajarrian juara fajarrian tuntas daihatsu indonesia masters podium tinggi gelar istora selamat sopie sopiieehh on collecting postcard and stamp
23-Dec,Mobil Honda Jazz: Simbol Awal Kesuksesan Manusia dan Sudah Saatnya Honda Membangkitkan Sang Legenda #TerbaruTranslate post,Positif,283125,479,mobil honda jazz simbol sukses manusia honda bangkit sang legenda terbarutranslate post
23-Dec,"Kost putri lengkap, nyaman, bersih, strategis. Dekat kampus (UB, UM, UMM kampus 2, UIN, ITN). Daerah Sigura-Gura. WA: 081230115736 / 087881507636. Line: @kcd0124b Selengkapnya buka: http://kost9c.b...",Netral,,,kost putri lengkap nyaman bersih strategis kampus ub um umm kampus uin itn daerah siguragura wa line kcdb lengkap buka
23-Dec,"Info kecelakaan hari ini 5 Desember 2023 di Purbalingga, kecelakaan tunggal melibatkan mobil Toyota Sienta di jalan, terjadi di jalan Mayjend Sungkono, Desa Kalimanah Wetan, Kecamatan Kalimanah,...",Negatif,569,381,info celaka desember purbalingga celaka tunggal libat mobil toyota sienta jalan jalan mayjend sungkono desa kalimanah wetan camat kalimanah
24-Apr,bisa disimpulkan bahwa adikn ini rajin sholat jum'at,Positif,,,simpul adikn rajin sholat jumat
24-Jan,"Wow, di sini ada video yang sangat menarik! Hiburan dulu gass sikat ges https://s.snackvideo.com/p/ruHdkdqi",Positif,,,wow video tarik hibur gass sikat
24-Jan,Explore the world with discount up to Rp1mio https://traveloka.com/en-id/promotion/internasional…,Netral,,,explore world with discount up rpmio
23-Dec,"Bahagia itu sederhana... (Bukan yang ini, coba scroll dikit lagi..) #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGearTranslate post",Positif,56310,35,bahagia sederhana coba dikit suzuki suzukiindonesia suzukitemanberkendara yourgeartranslate post
23-Dec,"""Meninggal di kursi belakang, mayat pria, identitas lagi dicari oleh polisi, korban ditemukan di dalam Mobil Toyota Vios dengan pelat nomor D 1057 AK,"" tuturnya.Translate post",Negatif,10256,2,tinggal kursi mayat pria identitas cari polisi korban temu mobil toyota vios pelat nomor tuturnyatranslate post
24-May,"Batang yang ambruk menimpa kap mobil Toyota Yaris warna silver yang terparkir di pinggir jalan. Pohon juga menyandar ke tembok penjara, Lapas Lowokwaru e. m. B. e. (@Dunkindang) on X وَمَا خَلَقْتُ الْجِنَّ وَالْاِنْسَ اِلَّا لِيَعْبُدُوْنِ",Negatif,,,batang ambruk timpa kap mobil toyota yaris warna silver parkir pinggir jalan pohon sandar tembok penjara lapas lowokwaru dunkindang on
24-Apr, Rizkyrhp (@rizkyrhp) on X +62,Netral,,,rizkyrhp rizkyrhp on
23-Dec,Masih ragu? Cobain aja sendiri!? Bucin sama J&T Express setiap hari bisa bikin kamu makin cuan. Kumpulkan poinmu dengan kirim / menerima paket J&T Express sebanyak-banyaknya dan dapatkan...,Netral,161064,8,ragu cobain bucin jt express cuan kumpul poin kirim terima paket jt express sebanyakbanyaknya dapat
23-Dec,"Kumpulkan poinmu dengan kirim / menerima paket J&T Express sebanyak-banyaknya dan dapatkan kesempatan untuk untuk memenangkan mobil Wuling Air EV, motor vespa, iPhone15 pro dan masih banyak...",Positif,123,34,kumpul poin kirim terima paket jt express sebanyakbanyaknya dapat sempat menang mobil wuling air ev motor vespa iphone pro
23-Dec,Pecicilan petakilan hahahehe tapi kalo kerja sat set jrengTranslate post,Netral,1424,983,pecicilan petakilan hahahehe kalo kerja sat set jrengtranslate post
24-May, jangkriek (@BAPAKRODY) on X indon,Netral,,,jangkriek bapakrody on indon
23-Dec,"Oke, rumus rumus mengetahui mobil Honda yang overprice itu kira kira sebagai berikut : Brio : Mobil HRV : Brio rajin ngegym sama dikasih protein pembesar otot WRV : Adiknya HRV cuman dia stunting...",Netral,75542,482,oke rumus rumus mobil honda overprice brio mobil hrv brio rajin ngegym kasih protein besar otot wrv adik hrv cuman stunting
24-Feb,"Oke, rumus rumus mengetahui mobil Honda yang overprice itu kira kira sebagai berikut : Brio : Mobil HRV : Brio rajin ngegym sama dikasih protein pembesar (@) on X Cherokee Reborn atau Panther Touring Reborn? wkwk

Panther Touring kalo di US mungkin kegini ya bentuknya, cuman bedanya yang ini 4WD dan torsinya banjir, wkwkkw

Mobil yang interiornya tergolong bagus (pada masanya, awokwowk) ini jelasnya bukan SUV abal abal sih, yaa walopun…",Positif,,,oke rumus rumus mobil honda overprice brio mobil hrv brio rajin ngegym kasih protein besar on cherokee reborn panther touring reborn panther touring kalo us gin bentuk cuman beda wd torsi banjir wkwkkw mobil interior golong bagus masa awokwowk suv abal abal walopun
23-Dec,Ini yg dinamakan GLOBAL ARCHITECTURE. Sudah lazim di gunakan semua pabrikan otomotif di dunia. Setiap tipe berbagi platform modular utk menghemat biaya R&D dan produksi. Itu kenapa klo kita...,Netral,11183,313,nama global architecture lazim pabrikan otomotif dunia tipe bagi platform modular utk hemat biaya rd produksi klo
24-May,"Oke, rumus rumus mengetahui mobil Honda yang overprice itu kira kira sebagai berikut : Brio : Mobil HRV : Brio rajin ngegym sama dikasih protein pembesar (@) on X WAJIB BACA CERITA INI ! SANGAT BERMANFAAT UNTUK EDUKASI KEHIDUPAN?

— INGAT !! Tidak ada rumah tangga yang terbebas dari masalah , Tapi percayalah marah-marah dan saling bentak-bentak tidak akan pernah menjadi solusi, malah keduanya jadi penambah masalah!",Netral,,,oke rumus rumus mobil honda overprice brio mobil hrv brio rajin ngegym kasih protein besar on wajib baca cerita manfaat edukasi hidup rumah tangga bebas percaya marahmarah bentakbentak solusi tambah
23-Dec,Bupati Paser dari PKB Viral karena Bagi-bagi Mobil Xpander ke KadesTranslate post,Positif,356,22,bupati paser pkb viral bagibagi mobil xpander kadestranslate post
24-Apr,"Mobil Mitsubishi Pajero yang menabrak pengendara motor di Gading Serpong, Tangerang Selatan, pada Jumat (7/4/2023). Korban yang masih berstatus mahasiswi Deidy?????? (@deidy2601) / X",Negatif,,,mobil mitsubishi pajero tabrak kendara motor gading serpong tangerang selatan jumat korban status mahasiswi deidy deidy
23-Dec,Wow! Beli Mobil Toyota di Auto2000 Bisa Dapat Hadiah 5 Mobil dan 500 Honda BeatTranslate post,Positif,18724,7,wow beli mobil toyota auto hadiah mobil honda beattranslate post
23-Dec,"[Breaking News] Laka lantas terjadi di dusun Kedung Wukirsari Cangkringan Kronologi: Pasangan suami istri mengendarai mobil Honda jazz dari arah selatan menuju utara,. Saat sampai dusun Kedung...",Negatif,279680,912,breaking news laka lantas dusun kedung wukirsari cangkring kronologi pasang suami istri kendara mobil honda jazz arah selatan utara dusun kedung
23-Dec,Iki yaopo ceritone tweet ginian aja sampe dijadiin artikel berita...??? Terpantau penulise follow akun gajelas iki mesti... @suaradotcom diem diem bae nih...? Ingpo lowongan scriptwrite...,Netral,75921,483,iki yaopo ceritone tweet ginian sampe dijadiin artikel berita pantau penulise follow akun gajelas iki mesti suaradotcom diem diem bae ingpo lowong scriptwrite
23-Dec,"Oke, rumus rumus mengetahui mobil Honda yang overprice itu kira kira sebagai berikut : Brio : Mobil HRV : Brio rajin ngegym sama dikasih protein pembesar ? (@ImasNurJannah) on X Allah",Netral,,,oke rumus rumus mobil honda overprice brio mobil hrv brio rajin ngegym kasih protein besar imasnurjannah on allah
24-May,ANJING BAJINGAN KONTOL. .,Negatif,,,anjing bajing kontol
23-Dec,#WulingQuiz Ada yang bisa sebutin mobil Wuling apa aja yang punya Wuling Remote Control App (IoV)? Menangkan hadiah saldo e-wallet total senilai Rp500ribu untuk 5 pemenang beruntung! Caranya:...,Positif,35827,205,wulingquiz sebutin mobil wuling wuling remote control app iov menang hadiah saldo ewallet total nila rpribu menang untung
23-Oct,Fu Haifeng | Cú đập bóng đặc sắc nhất trong cầu lông Huyền thoại cầu lông đôi nam Fu Haifeng. Nhà vô địch thế giới bốn lần và huy chương vàng Olympic...,Netral,,,fu haifeng p bng sc nht trong cu lng huyn thoi cu lng nam fu haifeng nh ch th gii bn ln huy chng vng olympic
23-Dec,Jangan Beli Mobil Wuling!!!! Kalau aki habis mereka hanya bilang maaf tapi kami sedang tutup dan tidak bisa di bantu. @WulingMotorsID #wulingsucksTranslate post,Negatif,280,271,beli mobil wuling aki habis maaf tutup bantu wulingmotorsid wulingsuckstranslate post
24-Feb,@NarasiNewsroom. ·. Jan 1. Duh terus gimana ya mobil Daihatsu dan Toyota di Indonesia? Tonton sampai habis deh coba | Narasi Daily. Embedded video. 1:30. (@) on X Mercedes Benz CEO retires after 49 years and BMW released this video the moment it was announced.,Netral,,,narasinewsroom jan gimana mobil daihatsu toyota indonesia tonton habis coba narasi daily embedded video on mercedes benz ceo retires after and bmw released this video it announced
23-Dec,"Alami Masalah Kemudi, Ribuan Mobil Honda DiselidikiTranslate post",Negatif,430508,14,alami kemudi ribu mobil honda diselidikitranslate post
23-Dec,"Penjualan Mobil Honda Masih Moncer, HR-V & Brio Jadi AndalanTranslate post",Netral,1143764,64,jual mobil honda moncer hrv brio andalantranslate post
23-Dec,"Siapa yang bisa tebak ini mobil Suzuki yang mana?? Cluenya bisa muat sampai 1 ton loh, Suzuki Family! Reply dengan jawaban yang benar! #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGearTr...",Netral,56242,34,tebak mobil suzuki cluenya muat ton loh suzuki family reply suzuki suzukiindonesia suzukitemanberkendara yourgeartr
24-May,"Bangke, sy kira dinas pertanian tau taunya orang pajak ??? smp nyamar bgitu...akhirnya dikena juga ??",Negatif,,,bangke sy dinas tani tau tau orang pajak smp nyamar bgituakhirnya kena
24-Apr,Do you remember when you joined X? I do! #MyXAnniversary,Netral,,,do remember when joined do myxanniversary
24-Feb,#Berita_Perusahaan Great Race START 2024 Informasi selengkapnya: https://ifxpr.com/3ScT9mY,Netral,,,beritaperusahaan great race start informasi lengkap
23-Dec,"Siapa yang tau sistem AllGrip Pro punya Jimny, angkat tangan! Buat yang belum tau, tenang aja. Ayo kita bedah bareng-bareng? #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGearTranslate post",Netral,56295,34,tau sistem allgrip pro jimny angkat tangan tau tenang ayo bedah barengbareng suzuki suzukiindonesia suzukitemanberkendara yourgeartranslate post
23-Dec,"Tipe 4L digunakan untuk menggerakan kendaraan saat berada di bebatuan kasar, lumpur dan medan lebih berat.Translate post",Netral,56292,34,tipe l gera kendara bebatuan kasar lumpur medan berattranslate post
24-Apr,"Konsultan otomotif,melayani cash & kredit Mobil Mitsubishi Terima tukar tambah Mobil lama Anda. Kepuasan Anda Kunci Utama Kami. tlp 081280652367 tono.mitsubishi (@belimitsubishi_) on X Konsultan otomotif,melayani cash & kredit Mobil Mitsubishi
Terima tukar tambah Mobil lama Anda.
Kepuasan Anda Kunci Utama Kami. tlp
081280652367 - 081772377067",Netral,,,konsultan otomotifmelayani cash kredit mobil mitsubishi terima tukar mobil puas kunci utama tlp tonomitsubishi belimitsubishi on konsultan otomotifmelayani cash kredit mobil mitsubishi terima tukar mobil puas kunci utama tlp
23-Dec,Viral video rekaman CCTV yang diunggah oleh salah satu akun di Tiktok bernama @jogjatv.tv yang memperlihatkan sebuah mobil Mitsubishi Pajero Sport menabrak @bayuaprils (@bayuaprilss) on X @BAYUAPRILSS,Negatif,,,viral video rekam cctv unggah salah akun tiktok nama jogjatvtv mobil mitsubishi pajero sport tabrak bayuaprils bayuaprilss on bayuaprilss
24-Feb,"Polisi mengatakan jika peristiwa mobil Mitsubishi Pajero dengan pelat dinas Polri yang ugal-ugalan dan nyaris buat pengemudi MPV celaka itu benar, maka bisa Syafii (@Syafii93930988) on X syafii",Negatif,,,polisi peristiwa mobil mitsubishi pajero pelat dinas polri ugalugalan kemudi mpv celaka syafii syafii on syafii
23-Dec,"Nah khusus buat pengguna mobil Toyota nih, tak kasih tau aplikasi yang namanya T Intouch. Dengan aplikasi ini, cukup lewat Smartphone, Paman bisa tuh nantik diingetin buat service berkala,...",Netral,76914,491,khusus guna mobil toyota kasih tau aplikasi nama intouch aplikasi smartphone paman nantik diingetin service kala
23-Dec,Viral Konvoi Diduga Komunitas Avanza-Xenia Arogan Mau Pukul Bapak-bapak Pengendara FortunerTranslate post,Negatif,591524,2872,viral konvoi duga komunitas avanzaxenia arogan bapakbapak kendara fortunertranslate post
23-Dec,"Daihatsu Indonesia · @DaihatsuInd. ·. Apr 16, 2023. Belum beruntung dapat Merchandise dari Daimin? Tenang, Daimin adain lagi #SeriusGiveaway! Ikutin dulu Demi saus tartar (@Galihku00pw) on X NINA SAKINAH ||
SOUL GT CLUB INDONESIA ||
DIVISI SETAN PANTURA TENGAH ||
READY TO BLARR ||",Netral,,,daihatsu indonesia daihatsuind apr untung merchandise daimin tenang daimin adain seriusgiveaway ikutin saus tartar galihkupw on nina sakinah soul club indonesia divisi setan pantura ready blarr
24-May,"penyakit klutuk klutuk pada mobil Honda merupakan fitur unggulan dari mobilnya sendiri kalo mobil honda punya kaki kaki senyap, dapat dipastikan bahwa mobil tsb (@) on X ""Kau banyak kali gaya kau, banyak gaya kau... Klu berani kau buka baju kau... Maen kita""

Cuma di Medan yg ada kek gini  ???",Negatif,,,sakit klutuk klutuk mobil honda fitur unggul mobil kalo mobil honda kaki kaki senyap mobil tsb on kali gaya gaya klu berani buka baju maen medan gin
23-Dec,"Kabinnya luas, muat sampai 3 orang, terus bawa keuntungan, eh, ganteng lagi... Siapa lagi coba kalau bukan Rajanya Pick Up, Suzuki Carry Pick Up!? #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara...",Positif,56336,35,kabin luas muat orang bawa untung ganteng coba raja pick up suzuki carry pick up suzuki suzukiindonesia suzukitemanberkendara
23-Dec,"Sebanyak 4 kendaraan kecelakaan di Jalan Kapten Soebijanto Djojohandikusumo, Rawa Buntu, Serpong, Tangsel, Selasa (12/12/2023). Akibatnya, salah satu mobil terbakar. Empat kendaraan yang kecelakaan...",Negatif,41797,0,kendara celaka jalan kapten soebijanto djojohandikusumo rawa buntu serpong tangsel selasa akibat salah mobil bakar kendara celaka
19-Aug,Beda keyakinan true story.,Netral,,,beda yakin true story
22-Nov,"Saya lahir di zaman Romo Soeharto, Tumbuh di zaman Sang Kinasih Habibie, Berkembang di zaman Sang Wali—Gus Dur, Mengerti di zaman emak Megawati, Mulai dewasa di zaman bapak SBY, dan akhirnya...",Netral,,,lahir zaman romo soeharto tumbuh zaman sang kinasih habibie kembang zaman sang waligus dur erti zaman emak megawati dewasa zaman sby
24-Mar,"Tumben banteng mlempem? Gak heran di Bali suaranya ambyar… Btw mba Puan, gimana kabar suaminya?",Negatif,,,tumben banteng mlempem gak heran bal suara ambyar btw mba puan gimana kabar suami
23-Dec,"Jun 24, 2023 · #WulingQuiz Seberapa jeli Anda bisa menebak mobil-mobil Wuling di balik tirai ini dengan benar untuk memenangkan hadiah saldo e-wallet total Irsan Erik (@erikzm) on X Happy aja bro dimana dan kapanpun kau berada.....",Positif,,,jun wulingquiz jeli tebak mobilmobil wuling tirai menang hadiah saldo ewallet total irsan erik erikzm on happy bro mana
24-Feb,Empat partai final Daihatsu Indonesia Masters rampung digelar. Berikut hasil dari pertandingan-pertandingan tersebut. Ganda Campuran: Zheng Siwei/Huang LaoTzu (@LaoTzu45156957) on X 醉眼看世界,Netral,,,partai final daihatsu indonesia masters rampung gelar hasil pertandinganpertandingan ganda campur zheng siweihuang laotzu laotzu on
23-Dec,Promo pembelian mobil Honda terbaik di akhir tahunTranslate post,Positif,65,22,promo beli mobil honda baik tahuntranslate post
23-Dec,Hallo Honda Lover's sekarang saat yang tepat untuk Memiliki Mobil Honda Impianmu di akhir tahun dapatkan Promo serta banyak Penawaran Menarik #Service #Promo #Honda #HondaPrimaHarapanIndah...,Netral,53,0,hallo honda lovers milik mobil honda impi dapat promo tawar tarik service promo honda hondaprimaharapanindah
23-Dec,"Seorang balita berusia 15 bulan mengalami kecelakaan tragis. Ia terlindas mobil Mitsubishi Pajero ketika sedang bermain di depan rumahnya di Jalan Adyaksa, octaviani (@apiennn) on X di isi apa y",Negatif,,,balita usia alami celaka tragis lindas mobil mitsubishi pajero main rumah jalan adyaksa octaviani apiennn on isi y
23-Dec,"Mobil Daihatsu Sigra tertemper oleh kereta feeder Whoosh di Desa Cilame, Kabupaten Bandung Barat, pada Kamis (14/12) siang. Mobil itu terseret sejauh 500 meter. #newsupdate #update #news #textTrans...",Negatif,1076938,3,mobil daihatsu sigra tertemper kereta feeder whoosh desa cilame kabupaten bandung barat kamis siang mobil seret meter newsupdate update news texttrans
24-Apr," jomponk (@jomponk) on X aku adalah aku, bukan kau juga bukan dia.",Netral,,,jomponk jomponk on
23-Dec,?Bunga mawar dihinggapi kumbang? ?Sampe Di sungai bertemu buaya ? ✨Gak Perlu Risau Gak Perlu Bimbang✨ ?Beli Mitsubishi yang Terpercaya Hanya di BRA? Gaskeun BRAthers..Lihat...,Netral,639,27,bunga mawar hinggap kumbang sampe sungai temu buaya gak risau gak bimbang beli mitsubishi percaya bra gaskeun bratherslihat
24-Mar,"Kurus Bukan Berarti Susah makan, Kalu bayi Iya Biasanya Kurus karena Susah makan wkwkwkwk",Negatif,,,kurus susah makan kalu bayi iya kurus susah makan
24-Jan,"? #Snowman (SNOW), koin meme resmi dari @ice_blockchain, dirilis sebagai peluncuran adil di #Uniswap Perdagangkan Sekarang: https://dexscreener.com/ethereum/0xd1f3d2f5c12a205fc912358878b089eae48...",Netral,,,snowman snow koin meme resmi iceblockchain rilis luncur adil uniswap dagang
24-Jan,Ayoo @Miduk17 jgn ngumpet aja,Negatif,,,ayoo miduk jgn ngumpet
20-Aug,Kampas rem Honda termurah sepanjang masa hanya di sini! https://bravomotor.brizy.site,Negatif,,,kampas rem honda murah
23-Dec,Namo Wak Heri's posts Namo Wak Heri (@biasose) on X Namo Wak Heri,Netral,,,namo wak his posts namo wak heri biasose on namo wak heri
24-Jan,"Kasat Lantas Polrestabes Makassar AKBP Amin Toha menyebut, pihaknya telah menerima laporan terkait bayi 15 bulan yang terlindas mobil Mitsubishi Pajero Sport. (@) on X ⚡TESTI JOKI TUGAS⚡",Negatif,,,kasat lantas polrestabes makassar akbp amin toha sebut terima lapor kait bayi lindas mobil mitsubishi pajero sport on testi joki tugas
24-Mar, Barokah Arthantra Jaya (@ArdyYusuf18) on X Ing Ngarso Sung Tulodo,Netral,,,barokah arthantra jaya ardyyusuf on ing ngarso sung tulodo
